0	6;12
6;12	6;12_M1
0	10;9;7;47;42;24;32;20;60;46;44
10;9;7;47;42;24;32;20;60;46;44	10;9;7;47;42;24;32;20;60;46;44_M2
0	29;4;1;34;8;5;48;50;25;49;26;16;11;31;36
29;4;1;34;8;5;48;50;25;49;26;16;11;31;36	29;4;1;34;8;5;48;50;25;49;26;16;11;31;36_M4
0	3
3	3_P
GL	0
0	0_M4
0	0_P
0	0_M1
0	0_M3
0	0_M2
30;18;28;19	37
37	37_M3
6;12	30;18;28;19
30;18;28;19	30;18;28;19_M3
37	35
35	35_M3
29;4;1;34;8;5;48;50;25;49;26;16;11;31;36	61
61	61_M4
61	62;33;53;52;51;14;22
62;33;53;52;51;14;22	62;33;53;52;51;14;22_M4
