8 #anatomical sites
9 #samples
58 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	114	87
0	P_0	0	P	1	1	111	77
0	P_0	0	P	2	2	114	78
0	P_0	0	P	3	3	190	0
0	P_0	0	P	4	4	119	64
0	P_0	0	P	5	5	216	0
0	P_0	0	P	6	6	173	0
0	P_0	0	P	7	7	189	0
0	P_0	0	P	8	8	137	98
0	P_0	0	P	9	9	201	0
0	P_0	0	P	10	10	119	85
0	P_0	0	P	11	11	119	92
0	P_0	0	P	12	12	173	0
0	P_0	0	P	13	13	114	82
0	P_0	0	P	14	14	212	0
0	P_0	0	P	15	15	200	0
0	P_0	0	P	16	16	219	0
0	P_0	0	P	17	17	229	0
0	P_0	0	P	18	18	198	0
0	P_0	0	P	19	19	139	98
0	P_0	0	P	20	20	191	0
0	P_0	0	P	21	21	206	0
0	P_0	0	P	22	22	134	46
0	P_0	0	P	23	25	215	1
0	P_0	0	P	24	26	223	0
0	P_0	0	P	25	28	171	0
0	P_0	0	P	26	31	147	56
0	P_0	0	P	27	33	182	11
0	P_0	0	P	28	34	143	57
0	P_0	0	P	29	35	194	0
0	P_0	0	P	30	37	206	0
0	P_0	0	P	31	38	201	0
0	P_0	0	P	32	39	191	1
0	P_0	0	P	33	40	201	9
0	P_0	0	P	34	41	158	47
0	P_0	0	P	35	42	207	0
0	P_0	0	P	36	43	203	0
0	P_0	0	P	37	44	202	0
0	P_0	0	P	38	45	183	2
0	P_0	0	P	39	46	173	1
0	P_0	0	P	40	48	195	1
0	P_0	0	P	41	49	158	56
0	P_0	0	P	42	50	195	7
0	P_0	0	P	43	51	179	17
0	P_0	0	P	44	52	182	0
0	P_0	0	P	45	54	189	0
0	P_0	0	P	46	56	180	0
0	P_0	0	P	47	58	217	10
0	P_0	0	P	48	59	224	0
0	P_0	0	P	49	60	184	6
0	P_0	0	P	50	62	171	10
0	P_0	0	P	51	63	194	7
0	P_0	0	P	52	64	185	13
0	P_0	0	P	53	65	207	1
0	P_0	0	P	54	68	196	0
0	P_0	0	P	55	70	215	0
0	P_0	0	P	56	71	218	0
0	P_0	0	P	57	73	195	0
1	P_1	0	P	0	0	104	67
1	P_1	0	P	1	1	143	80
1	P_1	0	P	2	2	129	59
1	P_1	0	P	3	3	202	0
1	P_1	0	P	4	4	121	65
1	P_1	0	P	5	5	212	0
1	P_1	0	P	6	6	180	0
1	P_1	0	P	7	7	199	0
1	P_1	0	P	8	8	134	72
1	P_1	0	P	9	9	179	1
1	P_1	0	P	10	10	133	73
1	P_1	0	P	11	11	133	65
1	P_1	0	P	12	12	197	0
1	P_1	0	P	13	13	131	73
1	P_1	0	P	14	14	189	0
1	P_1	0	P	15	15	190	0
1	P_1	0	P	16	16	188	0
1	P_1	0	P	17	17	174	0
1	P_1	0	P	18	18	200	0
1	P_1	0	P	19	19	127	68
1	P_1	0	P	20	20	208	0
1	P_1	0	P	21	21	227	1
1	P_1	0	P	22	22	129	70
1	P_1	0	P	23	25	190	0
1	P_1	0	P	24	26	181	0
1	P_1	0	P	25	28	204	2
1	P_1	0	P	26	31	126	71
1	P_1	0	P	27	33	202	0
1	P_1	0	P	28	34	120	57
1	P_1	0	P	29	35	215	0
1	P_1	0	P	30	37	195	0
1	P_1	0	P	31	38	168	0
1	P_1	0	P	32	39	186	0
1	P_1	0	P	33	40	198	0
1	P_1	0	P	34	41	133	78
1	P_1	0	P	35	42	191	0
1	P_1	0	P	36	43	201	0
1	P_1	0	P	37	44	228	0
1	P_1	0	P	38	45	196	0
1	P_1	0	P	39	46	212	0
1	P_1	0	P	40	48	236	0
1	P_1	0	P	41	49	130	68
1	P_1	0	P	42	50	190	0
1	P_1	0	P	43	51	220	0
1	P_1	0	P	44	52	233	0
1	P_1	0	P	45	54	215	0
1	P_1	0	P	46	56	180	0
1	P_1	0	P	47	58	216	1
1	P_1	0	P	48	59	190	0
1	P_1	0	P	49	60	179	0
1	P_1	0	P	50	62	192	1
1	P_1	0	P	51	63	207	0
1	P_1	0	P	52	64	212	1
1	P_1	0	P	53	65	203	0
1	P_1	0	P	54	68	213	0
1	P_1	0	P	55	70	201	0
1	P_1	0	P	56	71	190	1
1	P_1	0	P	57	73	194	0
2	M1_0	1	M1	0	0	121	67
2	M1_0	1	M1	1	1	179	0
2	M1_0	1	M1	2	2	205	0
2	M1_0	1	M1	3	3	125	97
2	M1_0	1	M1	4	4	207	0
2	M1_0	1	M1	5	5	107	77
2	M1_0	1	M1	6	6	195	0
2	M1_0	1	M1	7	7	199	0
2	M1_0	1	M1	8	8	163	0
2	M1_0	1	M1	9	9	183	0
2	M1_0	1	M1	10	10	230	0
2	M1_0	1	M1	11	11	209	0
2	M1_0	1	M1	12	12	208	0
2	M1_0	1	M1	13	13	205	0
2	M1_0	1	M1	14	14	132	75
2	M1_0	1	M1	15	15	115	55
2	M1_0	1	M1	16	16	205	1
2	M1_0	1	M1	17	17	134	60
2	M1_0	1	M1	18	18	143	68
2	M1_0	1	M1	19	19	218	0
2	M1_0	1	M1	20	20	185	13
2	M1_0	1	M1	21	21	197	0
2	M1_0	1	M1	22	22	201	1
2	M1_0	1	M1	23	25	212	0
2	M1_0	1	M1	24	26	180	0
2	M1_0	1	M1	25	28	205	0
2	M1_0	1	M1	26	31	202	0
2	M1_0	1	M1	27	33	175	0
2	M1_0	1	M1	28	34	198	0
2	M1_0	1	M1	29	35	196	0
2	M1_0	1	M1	30	37	192	0
2	M1_0	1	M1	31	38	206	0
2	M1_0	1	M1	32	39	201	1
2	M1_0	1	M1	33	40	192	0
2	M1_0	1	M1	34	41	179	0
2	M1_0	1	M1	35	42	193	0
2	M1_0	1	M1	36	43	207	1
2	M1_0	1	M1	37	44	199	0
2	M1_0	1	M1	38	45	205	1
2	M1_0	1	M1	39	46	200	0
2	M1_0	1	M1	40	48	212	1
2	M1_0	1	M1	41	49	201	0
2	M1_0	1	M1	42	50	187	0
2	M1_0	1	M1	43	51	180	1
2	M1_0	1	M1	44	52	184	0
2	M1_0	1	M1	45	54	181	1
2	M1_0	1	M1	46	56	200	1
2	M1_0	1	M1	47	58	195	0
2	M1_0	1	M1	48	59	210	1
2	M1_0	1	M1	49	60	210	0
2	M1_0	1	M1	50	62	173	0
2	M1_0	1	M1	51	63	184	0
2	M1_0	1	M1	52	64	218	0
2	M1_0	1	M1	53	65	189	0
2	M1_0	1	M1	54	68	204	1
2	M1_0	1	M1	55	70	206	1
2	M1_0	1	M1	56	71	223	0
2	M1_0	1	M1	57	73	205	1
3	M2_0	2	M2	0	0	107	83
3	M2_0	2	M2	1	1	203	1
3	M2_0	2	M2	2	2	179	0
3	M2_0	2	M2	3	3	198	0
3	M2_0	2	M2	4	4	174	0
3	M2_0	2	M2	5	5	196	0
3	M2_0	2	M2	6	6	123	66
3	M2_0	2	M2	7	7	144	79
3	M2_0	2	M2	8	8	186	0
3	M2_0	2	M2	9	9	111	83
3	M2_0	2	M2	10	10	193	0
3	M2_0	2	M2	11	11	188	0
3	M2_0	2	M2	12	12	129	75
3	M2_0	2	M2	13	13	201	0
3	M2_0	2	M2	14	14	229	0
3	M2_0	2	M2	15	15	184	0
3	M2_0	2	M2	16	16	125	81
3	M2_0	2	M2	17	17	198	0
3	M2_0	2	M2	18	18	182	0
3	M2_0	2	M2	19	19	211	0
3	M2_0	2	M2	20	20	200	1
3	M2_0	2	M2	21	21	184	0
3	M2_0	2	M2	22	22	199	0
3	M2_0	2	M2	23	25	210	0
3	M2_0	2	M2	24	26	149	41
3	M2_0	2	M2	25	28	221	1
3	M2_0	2	M2	26	31	210	0
3	M2_0	2	M2	27	33	221	0
3	M2_0	2	M2	28	34	184	0
3	M2_0	2	M2	29	35	186	1
3	M2_0	2	M2	30	37	199	0
3	M2_0	2	M2	31	38	207	0
3	M2_0	2	M2	32	39	202	0
3	M2_0	2	M2	33	40	197	0
3	M2_0	2	M2	34	41	195	0
3	M2_0	2	M2	35	42	190	0
3	M2_0	2	M2	36	43	175	0
3	M2_0	2	M2	37	44	184	0
3	M2_0	2	M2	38	45	221	0
3	M2_0	2	M2	39	46	192	0
3	M2_0	2	M2	40	48	206	1
3	M2_0	2	M2	41	49	193	0
3	M2_0	2	M2	42	50	209	0
3	M2_0	2	M2	43	51	190	0
3	M2_0	2	M2	44	52	201	0
3	M2_0	2	M2	45	54	175	0
3	M2_0	2	M2	46	56	198	0
3	M2_0	2	M2	47	58	207	0
3	M2_0	2	M2	48	59	221	0
3	M2_0	2	M2	49	60	222	0
3	M2_0	2	M2	50	62	236	0
3	M2_0	2	M2	51	63	208	1
3	M2_0	2	M2	52	64	196	1
3	M2_0	2	M2	53	65	200	0
3	M2_0	2	M2	54	68	212	0
3	M2_0	2	M2	55	70	188	0
3	M2_0	2	M2	56	71	168	0
3	M2_0	2	M2	57	73	201	0
4	M3_0	3	M3	0	0	125	79
4	M3_0	3	M3	1	1	124	76
4	M3_0	3	M3	2	2	111	88
4	M3_0	3	M3	3	3	203	0
4	M3_0	3	M3	4	4	132	83
4	M3_0	3	M3	5	5	225	1
4	M3_0	3	M3	6	6	198	0
4	M3_0	3	M3	7	7	180	0
4	M3_0	3	M3	8	8	112	95
4	M3_0	3	M3	9	9	183	0
4	M3_0	3	M3	10	10	100	80
4	M3_0	3	M3	11	11	111	71
4	M3_0	3	M3	12	12	195	0
4	M3_0	3	M3	13	13	118	79
4	M3_0	3	M3	14	14	211	0
4	M3_0	3	M3	15	15	201	0
4	M3_0	3	M3	16	16	187	0
4	M3_0	3	M3	17	17	220	0
4	M3_0	3	M3	18	18	208	0
4	M3_0	3	M3	19	19	122	85
4	M3_0	3	M3	20	20	162	0
4	M3_0	3	M3	21	21	189	0
4	M3_0	3	M3	22	22	224	0
4	M3_0	3	M3	23	25	188	0
4	M3_0	3	M3	24	26	203	0
4	M3_0	3	M3	25	28	194	0
4	M3_0	3	M3	26	31	193	0
4	M3_0	3	M3	27	33	199	0
4	M3_0	3	M3	28	34	189	0
4	M3_0	3	M3	29	35	212	1
4	M3_0	3	M3	30	37	184	1
4	M3_0	3	M3	31	38	166	0
4	M3_0	3	M3	32	39	218	0
4	M3_0	3	M3	33	40	198	0
4	M3_0	3	M3	34	41	228	0
4	M3_0	3	M3	35	42	184	0
4	M3_0	3	M3	36	43	112	81
4	M3_0	3	M3	37	44	210	0
4	M3_0	3	M3	38	45	190	1
4	M3_0	3	M3	39	46	195	0
4	M3_0	3	M3	40	48	205	1
4	M3_0	3	M3	41	49	190	0
4	M3_0	3	M3	42	50	201	0
4	M3_0	3	M3	43	51	171	0
4	M3_0	3	M3	44	52	198	1
4	M3_0	3	M3	45	54	207	1
4	M3_0	3	M3	46	56	203	0
4	M3_0	3	M3	47	58	210	0
4	M3_0	3	M3	48	59	201	1
4	M3_0	3	M3	49	60	198	0
4	M3_0	3	M3	50	62	200	0
4	M3_0	3	M3	51	63	199	1
4	M3_0	3	M3	52	64	187	0
4	M3_0	3	M3	53	65	178	0
4	M3_0	3	M3	54	68	200	0
4	M3_0	3	M3	55	70	203	0
4	M3_0	3	M3	56	71	163	1
4	M3_0	3	M3	57	73	203	0
5	M4_0	4	M4	0	0	121	82
5	M4_0	4	M4	1	1	113	82
5	M4_0	4	M4	2	2	102	82
5	M4_0	4	M4	3	3	202	0
5	M4_0	4	M4	4	4	121	83
5	M4_0	4	M4	5	5	193	0
5	M4_0	4	M4	6	6	208	0
5	M4_0	4	M4	7	7	182	0
5	M4_0	4	M4	8	8	118	84
5	M4_0	4	M4	9	9	197	0
5	M4_0	4	M4	10	10	104	84
5	M4_0	4	M4	11	11	127	73
5	M4_0	4	M4	12	12	188	0
5	M4_0	4	M4	13	13	136	78
5	M4_0	4	M4	14	14	215	0
5	M4_0	4	M4	15	15	196	0
5	M4_0	4	M4	16	16	205	0
5	M4_0	4	M4	17	17	193	1
5	M4_0	4	M4	18	18	192	0
5	M4_0	4	M4	19	19	131	72
5	M4_0	4	M4	20	20	191	1
5	M4_0	4	M4	21	21	192	0
5	M4_0	4	M4	22	22	124	78
5	M4_0	4	M4	23	25	215	1
5	M4_0	4	M4	24	26	210	0
5	M4_0	4	M4	25	28	184	0
5	M4_0	4	M4	26	31	150	92
5	M4_0	4	M4	27	33	218	0
5	M4_0	4	M4	28	34	113	87
5	M4_0	4	M4	29	35	183	2
5	M4_0	4	M4	30	37	207	0
5	M4_0	4	M4	31	38	190	0
5	M4_0	4	M4	32	39	194	0
5	M4_0	4	M4	33	40	187	0
5	M4_0	4	M4	34	41	121	79
5	M4_0	4	M4	35	42	195	0
5	M4_0	4	M4	36	43	200	0
5	M4_0	4	M4	37	44	187	0
5	M4_0	4	M4	38	45	192	1
5	M4_0	4	M4	39	46	199	1
5	M4_0	4	M4	40	48	187	0
5	M4_0	4	M4	41	49	123	81
5	M4_0	4	M4	42	50	209	0
5	M4_0	4	M4	43	51	203	0
5	M4_0	4	M4	44	52	234	0
5	M4_0	4	M4	45	54	179	0
5	M4_0	4	M4	46	56	192	0
5	M4_0	4	M4	47	58	214	0
5	M4_0	4	M4	48	59	131	78
5	M4_0	4	M4	49	60	208	1
5	M4_0	4	M4	50	62	195	1
5	M4_0	4	M4	51	63	192	0
5	M4_0	4	M4	52	64	218	0
5	M4_0	4	M4	53	65	209	0
5	M4_0	4	M4	54	68	190	12
5	M4_0	4	M4	55	70	192	0
5	M4_0	4	M4	56	71	191	1
5	M4_0	4	M4	57	73	200	1
6	M5_0	5	M5	0	0	118	87
6	M5_0	5	M5	1	1	180	0
6	M5_0	5	M5	2	2	185	0
6	M5_0	5	M5	3	3	123	85
6	M5_0	5	M5	4	4	205	0
6	M5_0	5	M5	5	5	117	68
6	M5_0	5	M5	6	6	211	0
6	M5_0	5	M5	7	7	210	0
6	M5_0	5	M5	8	8	193	0
6	M5_0	5	M5	9	9	195	0
6	M5_0	5	M5	10	10	191	0
6	M5_0	5	M5	11	11	180	0
6	M5_0	5	M5	12	12	216	0
6	M5_0	5	M5	13	13	204	0
6	M5_0	5	M5	14	14	125	80
6	M5_0	5	M5	15	15	118	75
6	M5_0	5	M5	16	16	168	2
6	M5_0	5	M5	17	17	105	89
6	M5_0	5	M5	18	18	124	89
6	M5_0	5	M5	19	19	185	0
6	M5_0	5	M5	20	20	194	0
6	M5_0	5	M5	21	21	219	0
6	M5_0	5	M5	22	22	202	0
6	M5_0	5	M5	23	25	185	0
6	M5_0	5	M5	24	26	206	0
6	M5_0	5	M5	25	28	181	0
6	M5_0	5	M5	26	31	175	0
6	M5_0	5	M5	27	33	195	0
6	M5_0	5	M5	28	34	215	0
6	M5_0	5	M5	29	35	210	0
6	M5_0	5	M5	30	37	221	0
6	M5_0	5	M5	31	38	215	1
6	M5_0	5	M5	32	39	210	0
6	M5_0	5	M5	33	40	190	0
6	M5_0	5	M5	34	41	200	1
6	M5_0	5	M5	35	42	213	0
6	M5_0	5	M5	36	43	209	0
6	M5_0	5	M5	37	44	207	0
6	M5_0	5	M5	38	45	205	0
6	M5_0	5	M5	39	46	165	0
6	M5_0	5	M5	40	48	208	0
6	M5_0	5	M5	41	49	208	0
6	M5_0	5	M5	42	50	206	0
6	M5_0	5	M5	43	51	187	0
6	M5_0	5	M5	44	52	144	98
6	M5_0	5	M5	45	54	199	1
6	M5_0	5	M5	46	56	192	0
6	M5_0	5	M5	47	58	217	0
6	M5_0	5	M5	48	59	197	0
6	M5_0	5	M5	49	60	187	0
6	M5_0	5	M5	50	62	199	0
6	M5_0	5	M5	51	63	216	0
6	M5_0	5	M5	52	64	210	0
6	M5_0	5	M5	53	65	216	0
6	M5_0	5	M5	54	68	196	0
6	M5_0	5	M5	55	70	187	0
6	M5_0	5	M5	56	71	192	0
6	M5_0	5	M5	57	73	183	29
7	M6_0	6	M6	0	0	121	78
7	M6_0	6	M6	1	1	123	68
7	M6_0	6	M6	2	2	115	70
7	M6_0	6	M6	3	3	205	0
7	M6_0	6	M6	4	4	105	84
7	M6_0	6	M6	5	5	199	0
7	M6_0	6	M6	6	6	199	0
7	M6_0	6	M6	7	7	175	0
7	M6_0	6	M6	8	8	126	75
