8 #anatomical sites
9 #samples
51 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	111	87
0	P_0	0	P	1	1	160	41
0	P_0	0	P	2	2	149	35
0	P_0	0	P	3	3	183	0
0	P_0	0	P	4	4	152	49
0	P_0	0	P	5	5	153	65
0	P_0	0	P	6	6	203	0
0	P_0	0	P	7	7	196	0
0	P_0	0	P	8	8	173	48
0	P_0	0	P	9	9	207	0
0	P_0	0	P	10	10	178	0
0	P_0	0	P	11	11	218	1
0	P_0	0	P	12	12	118	50
0	P_0	0	P	13	13	137	45
0	P_0	0	P	14	14	180	0
0	P_0	0	P	15	15	176	33
0	P_0	0	P	16	16	226	1
0	P_0	0	P	17	17	162	32
0	P_0	0	P	18	18	192	0
0	P_0	0	P	19	19	211	0
0	P_0	0	P	20	20	159	20
0	P_0	0	P	21	21	185	34
0	P_0	0	P	22	22	190	0
0	P_0	0	P	23	23	186	1
0	P_0	0	P	24	24	214	0
0	P_0	0	P	25	25	164	36
0	P_0	0	P	26	26	176	29
0	P_0	0	P	27	27	181	0
0	P_0	0	P	28	28	191	0
0	P_0	0	P	29	29	228	1
0	P_0	0	P	30	30	200	0
0	P_0	0	P	31	31	215	0
0	P_0	0	P	32	32	212	0
0	P_0	0	P	33	33	189	0
0	P_0	0	P	34	34	199	0
0	P_0	0	P	35	35	146	27
0	P_0	0	P	36	36	194	1
0	P_0	0	P	37	37	181	0
0	P_0	0	P	38	38	197	0
0	P_0	0	P	39	39	228	0
0	P_0	0	P	40	40	225	0
0	P_0	0	P	41	44	204	0
0	P_0	0	P	42	47	221	1
0	P_0	0	P	43	48	199	0
0	P_0	0	P	44	49	241	0
0	P_0	0	P	45	50	214	0
0	P_0	0	P	46	51	202	0
0	P_0	0	P	47	53	210	0
0	P_0	0	P	48	54	195	0
0	P_0	0	P	49	58	174	0
0	P_0	0	P	50	61	205	0
1	P_1	0	P	0	0	109	87
1	P_1	0	P	1	1	130	71
1	P_1	0	P	2	2	111	66
1	P_1	0	P	3	3	184	0
1	P_1	0	P	4	4	141	69
1	P_1	0	P	5	5	134	95
1	P_1	0	P	6	6	201	0
1	P_1	0	P	7	7	195	0
1	P_1	0	P	8	8	132	62
1	P_1	0	P	9	9	193	0
1	P_1	0	P	10	10	213	1
1	P_1	0	P	11	11	173	0
1	P_1	0	P	12	12	118	69
1	P_1	0	P	13	13	159	77
1	P_1	0	P	14	14	206	0
1	P_1	0	P	15	15	199	1
1	P_1	0	P	16	16	214	0
1	P_1	0	P	17	17	158	33
1	P_1	0	P	18	18	189	1
1	P_1	0	P	19	19	195	0
1	P_1	0	P	20	20	154	39
1	P_1	0	P	21	21	174	48
1	P_1	0	P	22	22	215	0
1	P_1	0	P	23	23	197	0
1	P_1	0	P	24	24	190	0
1	P_1	0	P	25	25	163	43
1	P_1	0	P	26	26	171	41
1	P_1	0	P	27	27	218	2
1	P_1	0	P	28	28	200	0
1	P_1	0	P	29	29	212	0
1	P_1	0	P	30	30	200	0
1	P_1	0	P	31	31	218	0
1	P_1	0	P	32	32	197	0
1	P_1	0	P	33	33	202	1
1	P_1	0	P	34	34	224	0
1	P_1	0	P	35	35	168	36
1	P_1	0	P	36	36	196	0
1	P_1	0	P	37	37	194	0
1	P_1	0	P	38	38	209	0
1	P_1	0	P	39	39	193	0
1	P_1	0	P	40	40	198	0
1	P_1	0	P	41	44	196	0
1	P_1	0	P	42	47	185	1
1	P_1	0	P	43	48	209	0
1	P_1	0	P	44	49	206	0
1	P_1	0	P	45	50	218	0
1	P_1	0	P	46	51	205	0
1	P_1	0	P	47	53	206	0
1	P_1	0	P	48	54	196	0
1	P_1	0	P	49	58	192	0
1	P_1	0	P	50	61	191	0
2	M1_0	1	M1	0	0	126	80
2	M1_0	1	M1	1	1	204	0
2	M1_0	1	M1	2	2	187	0
2	M1_0	1	M1	3	3	120	78
2	M1_0	1	M1	4	4	220	1
2	M1_0	1	M1	5	5	188	0
2	M1_0	1	M1	6	6	120	76
2	M1_0	1	M1	7	7	115	76
2	M1_0	1	M1	8	8	208	0
2	M1_0	1	M1	9	9	151	63
2	M1_0	1	M1	10	10	173	0
2	M1_0	1	M1	11	11	164	47
2	M1_0	1	M1	12	12	173	0
2	M1_0	1	M1	13	13	202	1
2	M1_0	1	M1	14	14	212	1
2	M1_0	1	M1	15	15	187	0
2	M1_0	1	M1	16	16	191	0
2	M1_0	1	M1	17	17	218	1
2	M1_0	1	M1	18	18	134	47
2	M1_0	1	M1	19	19	188	1
2	M1_0	1	M1	20	20	203	0
2	M1_0	1	M1	21	21	198	0
2	M1_0	1	M1	22	22	202	0
2	M1_0	1	M1	23	23	203	0
2	M1_0	1	M1	24	24	203	0
2	M1_0	1	M1	25	25	206	0
2	M1_0	1	M1	26	26	204	0
2	M1_0	1	M1	27	27	194	0
2	M1_0	1	M1	28	28	187	0
2	M1_0	1	M1	29	29	206	0
2	M1_0	1	M1	30	30	219	1
2	M1_0	1	M1	31	31	202	1
2	M1_0	1	M1	32	32	197	0
2	M1_0	1	M1	33	33	194	0
2	M1_0	1	M1	34	34	145	45
2	M1_0	1	M1	35	35	186	0
2	M1_0	1	M1	36	36	202	0
2	M1_0	1	M1	37	37	197	0
2	M1_0	1	M1	38	38	151	34
2	M1_0	1	M1	39	39	206	0
2	M1_0	1	M1	40	40	207	0
2	M1_0	1	M1	41	44	184	0
2	M1_0	1	M1	42	47	181	0
2	M1_0	1	M1	43	48	190	0
2	M1_0	1	M1	44	49	210	0
2	M1_0	1	M1	45	50	181	0
2	M1_0	1	M1	46	51	188	0
2	M1_0	1	M1	47	53	206	0
2	M1_0	1	M1	48	54	214	1
2	M1_0	1	M1	49	58	206	0
2	M1_0	1	M1	50	61	204	0
3	M2_0	2	M2	0	0	123	87
3	M2_0	2	M2	1	1	127	67
3	M2_0	2	M2	2	2	122	87
3	M2_0	2	M2	3	3	191	0
3	M2_0	2	M2	4	4	121	87
3	M2_0	2	M2	5	5	133	66
3	M2_0	2	M2	6	6	203	0
3	M2_0	2	M2	7	7	216	0
3	M2_0	2	M2	8	8	115	86
3	M2_0	2	M2	9	9	185	0
3	M2_0	2	M2	10	10	210	0
3	M2_0	2	M2	11	11	206	0
3	M2_0	2	M2	12	12	129	71
3	M2_0	2	M2	13	13	126	75
3	M2_0	2	M2	14	14	208	0
3	M2_0	2	M2	15	15	210	0
3	M2_0	2	M2	16	16	121	81
3	M2_0	2	M2	17	17	198	0
3	M2_0	2	M2	18	18	201	1
