39;49	54
54	54_M5
9;25;30;31;28;32;21;10;19	39;49
39;49	39;49_M5
0	4;6;27;14;17
4;6;27;14;17	4;6;27;14;17_M4
4;6;27;14;17	4;6;27;14;17_P
4;6;27;14;17	4;6;27;14;17_M5
4;6;27;14;17	4;6;27;14;17_M3
4;6;27;14;17	4;6;27;14;17_M2
0	1
1	1_P
0	9;25;30;31;28;32;21;10;19
9;25;30;31;28;32;21;10;19	9;25;30;31;28;32;21;10;19_M3
GL	0
0	0_P
55;47;33;46;45;51;50;52;43	48;53;56
48;53;56	48;53;56_M4
4;6;27;14;17	55;47;33;46;45;51;50;52;43
55;47;33;46;45;51;50;52;43	55;47;33;46;45;51;50;52;43_M4
4;6;27;14;17	34
34	34_M2
4;6;27;14;17	35
35	35_M2
1	8;22;24;7;5;20;12;11;18;16
8;22;24;7;5;20;12;11;18;16	8;22;24;7;5;20;12;11;18;16_M1
1	2
2	2_P
1	3
3	3_P
8;22;24;7;5;20;12;11;18;16	29
29	29_M1
