5 #m
9 #n
#sample_index	sample_label	character_label	(character_index,(1,1,1))	vaf_lb	vaf_ub
0	breast	0	(cluster_1,(1,1,1))	0.233404098386	0.348986366178
0	breast	1	(cluster_2,(1,1,1))	0.0447468389385	0.0682422323764
0	breast	2	(cluster_3,(1,1,1))	0.212625579812	0.247076190381
0	breast	3	(cluster_4,(1,1,1))	0.0269547016074	0.0381564269323
0	breast	4	(cluster_5,(1,1,1))	0.204146049264	0.246239602273
0	breast	5	(cluster_6,(1,1,1))	0.0	0.00250226035803
0	breast	6	(cluster_7,(1,1,1))	0.0192418451607	0.0359444108084
0	breast	7	(cluster_8,(1,1,1))	0.172330106763	0.232278601764
0	breast	8	(cluster_9,(1,1,1))	0.0	0.00217253528788
1	adrenal	0	(cluster_1,(1,1,1))	0.289076246019	0.413614980654
1	adrenal	1	(cluster_2,(1,1,1))	0.386509723307	0.43789863116
1	adrenal	2	(cluster_3,(1,1,1))	0.0	0.00240981364014
1	adrenal	3	(cluster_4,(1,1,1))	0.216161523283	0.243570601703
1	adrenal	4	(cluster_5,(1,1,1))	0.0	0.00412514097384
1	adrenal	5	(cluster_6,(1,1,1))	0.193302597203	0.243697722601
1	adrenal	6	(cluster_7,(1,1,1))	0.0	0.00242516416543
1	adrenal	7	(cluster_8,(1,1,1))	0.0	0.00318754183149
1	adrenal	8	(cluster_9,(1,1,1))	0.0	0.00194034435437
2	liver	0	(cluster_1,(1,1,1))	0.38172259683	0.504154977275
2	liver	1	(cluster_2,(1,1,1))	0.414945260453	0.468998925391
2	liver	2	(cluster_3,(1,1,1))	0.0	0.00255482704998
2	liver	3	(cluster_4,(1,1,1))	0.234965064245	0.262820070455
2	liver	4	(cluster_5,(1,1,1))	0.0	0.0047042459239
2	liver	5	(cluster_6,(1,1,1))	0.0	0.0046315469148
2	liver	6	(cluster_7,(1,1,1))	0.197905603118	0.240325619263
2	liver	7	(cluster_8,(1,1,1))	0.0	0.00268046817607
2	liver	8	(cluster_9,(1,1,1))	0.0	0.00115735983434
3	lung	0	(cluster_1,(1,1,1))	0.142201239475	0.253323394451
3	lung	1	(cluster_2,(1,1,1))	0.0	0.0231450477419
3	lung	2	(cluster_3,(1,1,1))	0.133113344653	0.165431294007
3	lung	3	(cluster_4,(1,1,1))	0.0	0.00645626185071
3	lung	4	(cluster_5,(1,1,1))	0.124345471383	0.162676924056
3	lung	5	(cluster_6,(1,1,1))	0.0	0.00437135736632
3	lung	6	(cluster_7,(1,1,1))	0.0	0.00322939017581
3	lung	7	(cluster_8,(1,1,1))	0.0	0.0146620047303
3	lung	8	(cluster_9,(1,1,1))	0.0	0.00300897250122
4	spinal	0	(cluster_1,(1,1,1))	0.147243665725	0.251597885528
4	spinal	1	(cluster_2,(1,1,1))	0.0	0.00558717557974
4	spinal	2	(cluster_3,(1,1,1))	0.178743722467	0.212135393642
4	spinal	3	(cluster_4,(1,1,1))	0.0	0.00187073466735
4	spinal	4	(cluster_5,(1,1,1))	0.0	0.0090880997069
4	spinal	5	(cluster_6,(1,1,1))	0.0	0.00264834599067
4	spinal	6	(cluster_7,(1,1,1))	0.0	0.00095877275322
4	spinal	7	(cluster_8,(1,1,1))	0.0	0.00191497496477
4	spinal	8	(cluster_9,(1,1,1))	0.173293022969	0.201753634279
